327.94	229.51	328.10	229.66	328.11	229.65	328.09	229.68	328.09	229.68	
331.08	231.15	331.25	231.28	331.25	231.28	331.24	231.30	331.24	231.31	
334.21	232.82	334.37	232.95	334.37	232.94	334.37	232.97	334.37	232.98	
337.34	234.48	337.50	234.62	337.50	234.60	337.50	234.64	337.50	234.65	
340.15	236.62	340.31	236.75	340.31	236.74	340.32	236.78	340.32	236.79	
342.91	238.85	343.07	238.98	343.07	238.96	343.08	239.01	343.08	239.01	
345.67	241.08	345.83	241.20	345.82	241.19	345.84	241.23	345.84	241.24	
348.14	243.61	348.29	243.73	348.29	243.72	348.31	243.77	348.31	243.77	
350.52	246.24	350.67	246.36	350.66	246.35	350.68	246.40	350.69	246.41	
352.89	248.88	353.04	248.99	353.03	248.98	353.06	249.04	353.06	249.05	
354.94	251.75	355.29	251.72	355.28	251.71	355.10	251.92	355.11	251.93	
356.83	254.75	357.48	254.51	357.47	254.49	356.97	254.93	356.98	254.94	
358.71	257.76	359.67	257.29	359.67	257.27	358.85	257.94	358.85	257.96	
360.57	260.78	361.66	260.21	361.65	260.19	360.70	260.97	360.71	260.98	
362.40	263.82	363.49	263.24	363.48	263.22	362.54	264.00	362.55	264.01	
364.23	266.85	365.33	266.28	365.32	266.25	364.39	267.03	364.39	267.04	
366.11	269.85	367.22	269.27	367.21	269.25	366.43	269.92	366.43	269.93	
368.05	272.82	369.18	272.22	369.16	272.20	368.69	272.65	368.70	272.66	
370.00	275.79	371.13	275.17	371.12	275.15	370.96	275.37	370.97	275.39	
372.08	278.64	373.24	278.01	373.23	277.99	373.26	278.07	373.27	278.09	
374.42	281.31	375.59	280.66	375.58	280.63	375.61	280.73	375.62	280.74	
376.75	283.98	377.94	283.31	377.93	283.28	377.97	283.38	377.98	283.40	
379.09	286.65	380.28	285.97	380.27	285.94	380.32	286.04	380.32	286.06	
381.42	289.32	382.61	288.63	382.60	288.61	382.65	288.71	382.66	288.73	
383.75	291.99	384.94	291.30	384.93	291.27	384.98	291.38	384.99	291.40	
386.08	294.66	387.27	293.97	387.25	293.94	387.31	294.06	387.32	294.08	
388.41	297.34	389.60	296.64	389.58	296.61	389.64	296.73	389.65	296.75	
390.74	300.01	391.92	299.32	391.90	299.28	391.97	299.41	391.98	299.43	
393.06	302.69	394.25	301.99	394.23	301.95	394.30	302.08	394.31	302.10	
395.41	305.35	396.59	304.64	396.57	304.61	396.65	304.74	396.66	304.76	
397.75	308.01	398.94	307.30	398.91	307.26	398.99	307.40	399.01	307.42	
400.10	310.67	401.28	309.96	401.26	309.92	401.34	310.06	401.35	310.08	
